StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent question,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,ID Question,PROLIFIC_PID
2025-10-05 07:38:21,2025-10-05 07:41:39,IP Address,174.202.163.109,100,197,True,2025-10-05 07:41:39,R_3GwpkbmhZiTrlWp,,,,,36.0934,-95.8791,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,85,84,93,50,19,87,100,78,16,18,,,,,,,,,,,,,66e8e576357d882730f188cd
2025-10-05 07:41:10,2025-10-05 07:41:42,IP Address,69.114.158.34,100,32,True,2025-10-05 07:41:43,R_3M6epc2Sxnh6CZd,,,,,40.7058,-73.3155,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,39,33,52,67,86,38,100,41,47,53,,660b42d7411787277cf4a709
2025-10-05 07:40:46,2025-10-05 07:41:48,IP Address,75.140.177.177,100,61,True,2025-10-05 07:41:48,R_7ERmmeX7TCBHnQu,,,,,34.3914,-77.6597,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,51,71,100,100,28,100,51,,,,,,,,,,,,,6638ff514fcd85556d32ba6b
2025-10-05 07:40:24,2025-10-05 07:41:51,IP Address,73.60.158.238,100,86,True,2025-10-05 07:41:51,R_34B7O8H2MRvitdT,,,,,42.5511,-71.256,anonymous,EN,I agree to participate,85,94,87,86,73,49,49,100,100,75,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672e27b3a0c448dc9387c7c9
2025-10-05 07:40:54,2025-10-05 07:41:56,IP Address,174.99.113.157,100,62,True,2025-10-05 07:41:57,R_1r245STf7HsbuOh,,,,,35.8964,-78.7115,anonymous,EN,I agree to participate,9,96,98,70,100,16,88,98,97,13,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67e8aa454848956e5e32c19d
2025-10-05 07:40:45,2025-10-05 07:41:56,IP Address,204.111.44.167,100,71,True,2025-10-05 07:41:57,R_7bPOKdjsl2PDIop,,,,,40.0793,-76.313,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,9,91,11,69,46,100,100,80,21,10,,652e8ba76fd669377040d788
2025-10-05 07:40:35,2025-10-05 07:41:57,IP Address,107.134.140.60,100,81,True,2025-10-05 07:41:57,R_1GfYB5JzVDOQT10,,,,,29.6963,-95.1319,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,80,77,100,62,73,96,100,42,88,70,,,,,,,,,,,,,62b0d928b1eb191d733f9ebd
2025-10-05 07:41:13,2025-10-05 07:42:04,IP Address,45.31.184.160,100,50,True,2025-10-05 07:42:04,R_1XbWT2MkX772PEo,,,,,33.324,-86.9699,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,92,27,93,63,84,98,100,24,59,83,,,,,,,,,,,,,5efd580f4946481a427257d2
2025-10-05 07:40:03,2025-10-05 07:42:14,IP Address,174.254.206.123,100,130,True,2025-10-05 07:42:14,R_1t4fYJVxroDyRlO,,,,,38.7481,-77.2383,anonymous,EN,I agree to participate,99,100,99,48,76,1,49,98,97,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f63aeba07bb69cb2f44c32
2025-10-05 07:41:03,2025-10-05 07:42:44,IP Address,130.255.66.235,100,100,True,2025-10-05 07:42:44,R_5pvVJ8vtNN7j8Fb,,,,,33.6988,-78.916,anonymous,EN,I agree to participate,,,,,,,,,,,,86,88,83,2,74,32,47,100,34,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67e73cc7cf25bb683f36f62c
2025-10-05 07:40:47,2025-10-05 07:43:01,IP Address,172.59.9.196,100,134,True,2025-10-05 07:43:01,R_6qqvbmi30bNXBsN,,,,,41.2045,-73.1988,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,76,79,0,69,10,100,100,100,100,90,86,,,,,,,,,,,,,,,,,,,,,,,,6480bdf6d433e2e158870605
2025-10-05 07:41:26,2025-10-05 07:43:08,IP Address,50.106.104.182,100,101,True,2025-10-05 07:43:08,R_70IUgbnuRiJoe88,,,,,39.8335,-84.8983,anonymous,EN,I agree to participate,19,90,0,7,,75,91,100,100,70,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60bc8860d04f4ac80d319a5c
2025-10-05 07:42:26,2025-10-05 07:43:12,IP Address,74.130.178.137,100,45,True,2025-10-05 07:43:12,R_716iKoODInKleSs,,,,,39.8378,-84.1111,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,100,100,0,51,70,100,50,100,90,100,71,,,,,,,,,,,,,,,,,,,,,,,,62740f4f578f0114e649016d
2025-10-05 07:41:46,2025-10-05 07:43:35,IP Address,174.53.10.203,100,108,True,2025-10-05 07:43:35,R_5g745N587ceGsZ0,,,,,34.7902,-92.5044,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,20,60,100,68,27,95,100,50,93,42,,,,,,,,,,,,,677afa08285c5f1c6eb4ccc6
2025-10-05 07:41:13,2025-10-05 07:43:45,IP Address,24.220.250.187,100,152,True,2025-10-05 07:43:46,R_1C7Uq0uphj8M4tr,,,,,46.9182,-96.8313,anonymous,EN,I agree to participate,,,,,,,,,,,,58,50,58,11,48,41,48,85,52,58,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ed57bda0af83d0fc18bbff7
2025-10-05 07:39:36,2025-10-05 07:43:47,IP Address,68.170.3.85,100,251,True,2025-10-05 07:43:47,R_32s4NjiGovBk0Cz,,,,,37.751,-97.822,anonymous,EN,I agree to participate,,,,,,,,,,,,80,70,80,50,70,89,80,100,40,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67eafb930e75699288e09213
2025-10-05 07:43:04,2025-10-05 07:44:19,IP Address,67.84.169.96,100,74,True,2025-10-05 07:44:19,R_1zGCJ1tL7T8QU9Y,,,,,40.822,-73.86,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,50,15,90,95,75,100,100,3,85,40,,,,,,,,,,,,,5edfb0770fb0722aa3839b6d
2025-10-05 07:43:36,2025-10-05 07:44:29,IP Address,76.77.160.12,100,53,True,2025-10-05 07:44:30,R_7CHnrBUt9XONjnv,,,,,36.6571,-82.2118,anonymous,EN,I agree to participate,,,,,,,,,,,,99,80,88,10,100,99,79,100,80,80,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c7075f618126000010d4c97
2025-10-05 07:43:00,2025-10-05 07:44:32,IP Address,47.13.112.43,100,92,True,2025-10-05 07:44:32,R_7EGzdO7SIZVGaT5,,,,,36.3031,-88.3126,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,10,80,10,69,90,100,50,100,90,70,60,,,,,,,,,,,,,,,,,,,,,,,,6782acd64f7b379df99002a5
2025-10-05 07:43:30,2025-10-05 07:44:44,IP Address,68.112.123.155,100,73,True,2025-10-05 07:44:44,R_6LhT9FaC31BgRgZ,,,,,43.765,-88.6057,anonymous,EN,I agree to participate,76,86,100,85,79,27,74,100,98,20,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c3c7913b4f22c0001a0809c
2025-10-05 07:41:50,2025-10-05 07:45:09,IP Address,86.109.85.251,100,198,True,2025-10-05 07:45:10,R_7CssOe7AU0whhuU,,,,,35.2945,-78.0283,anonymous,EN,I agree to participate,50,100,90,50,100,20,85,100,100,60,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671fa09e15ebe028cdf11d91
2025-10-05 07:43:58,2025-10-05 07:45:09,IP Address,24.250.195.75,100,71,True,2025-10-05 07:45:10,R_1VF0LJnQF4nZtaE,,,,,29.7005,-82.308,anonymous,EN,I agree to participate,,,,,,,,,,,,50,81,19,0,74,0,100,100,30,80,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e3dd36d19be0d040a17f13f
2025-10-05 07:44:20,2025-10-05 07:45:10,IP Address,172.73.194.171,100,50,True,2025-10-05 07:45:10,R_39jlZCvZ4UcON3X,,,,,35.3084,-81.0256,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,87,89,81,65,69,78,100,70,80,69,,,,,,,,,,,,,66bf66ddeb466531b167c449
2025-10-05 07:35:38,2025-10-05 07:45:18,IP Address,130.193.3.73,100,579,True,2025-10-05 07:45:18,R_7fqUmCqF3zp398C,,,,,40.7126,-74.0066,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,0,0,100,100,0,100,100,,,,,,,,,,,,,67f1921726bfac07aea277c3
2025-10-05 07:44:36,2025-10-05 07:45:25,IP Address,24.238.79.22,100,49,True,2025-10-05 07:45:26,R_3wiWUSNPzGPnkmb,,,,,41.0331,-75.1702,anonymous,EN,I agree to participate,9,100,24,74,49,72,22,100,100,16,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66338ea47f6b47399eb188ca
2025-10-05 07:35:37,2025-10-05 07:45:31,IP Address,192.53.136.163,100,593,True,2025-10-05 07:45:31,R_7j9kEWKucBCK5EY,,,,,37.751,-97.822,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,80,74,90,79,80,,100,81,79,53,,,,,,,,,,,,,67a907c899ce4e24771f2181
2025-10-05 07:40:51,2025-10-05 07:45:35,IP Address,113.20.55.92,100,284,True,2025-10-05 07:45:36,R_6P07VH9AQQGLrah,,,,,39.0814,-77.6443,anonymous,EN,I agree to participate,30,70,80,51,99,30,50,100,99,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678d789825b7bb6a61559cd4
2025-10-05 07:42:46,2025-10-05 07:45:48,IP Address,108.65.136.61,100,182,True,2025-10-05 07:45:49,R_5rT3EjbqdmecS77,,,,,29.6289,-90.7262,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,1,100,99,100,100,82,100,100,95,19,,67d1add5fc776f548410bb08
2025-10-05 07:44:04,2025-10-05 07:45:49,IP Address,68.57.252.122,100,104,True,2025-10-05 07:45:49,R_1CZdeEXlD9BrRNn,,,,,39.8335,-84.8983,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,7,88,39,55,56,77,100,100,82,91,90,,,,,,,,,,,,,,,,,,,,,,,,666253e8c992de971c27b622
2025-10-05 07:44:35,2025-10-05 07:45:53,IP Address,73.60.219.46,100,78,True,2025-10-05 07:45:54,R_3anSpqIXLOqEm4R,,,,,42.8584,-71.6164,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,100,51,0,100,100,100,10,80,0,,5bdcd88176d6d50001bc3849
2025-10-05 07:43:48,2025-10-05 07:45:58,IP Address,174.64.1.124,100,129,True,2025-10-05 07:45:58,R_1PtxNYftNGgR5iF,,,,,30.4042,-91.1431,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,10,69,81,11,79,27,97,9,49,79,,6151f8d17451289b4a59a6a8
2025-10-05 07:44:25,2025-10-05 07:45:58,IP Address,76.24.156.28,100,93,True,2025-10-05 07:45:59,R_6NWJllJ2PsqGBHS,,,,,42.5334,-70.9653,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,65,60,70,50,55,65,100,70,65,50,,,,,,,,,,,,,66240955715b3b45903381ed
2025-10-05 07:44:19,2025-10-05 07:46:34,IP Address,149.18.54.133,100,135,True,2025-10-05 07:46:34,R_31ooxaRBZNJlUoH,,,,,37.751,-97.822,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,79,89,70,50,80,61,89,99,21,90,71,,,,,,,,,,,,,,,,,,,,,,,,67d5eb0b8ec16cc847b4593a
2025-10-05 07:45:57,2025-10-05 07:46:58,IP Address,216.236.169.67,100,61,True,2025-10-05 07:46:59,R_6ZBKGaD9mGwt3nr,,,,,33.1066,-80.3112,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,40,100,90,100,85,100,75,100,90,100,100,,,,,,,,,,,,,,,,,,,,,,,,66bdf79c29a4dd71ff4de0d0
2025-10-05 07:46:17,2025-10-05 07:47:04,IP Address,68.9.76.43,100,46,True,2025-10-05 07:47:04,R_3cpZAxn8oadZtEx,,,,,41.8237,-72.6212,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,13,80,62,63,100,68,100,52,100,0,,64abee38a80dfb5e45212487
2025-10-05 07:45:26,2025-10-05 07:47:05,IP Address,89.46.183.104,100,99,True,2025-10-05 07:47:06,R_3XGkIq4TuxKsPER,,,,,34.9458,-81.9334,anonymous,EN,I agree to participate,,,,,,,,,,,,80,50,60,60,70,50,90,100,40,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6844a1b95271dfc560af4709
2025-10-05 07:46:27,2025-10-05 07:47:11,IP Address,172.56.11.106,100,44,True,2025-10-05 07:47:12,R_13glNoJz527QE9X,,,,,44.9618,-93.2638,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,63da9470c3ccb842dd565745
2025-10-05 07:47:01,2025-10-05 07:48:09,IP Address,208.204.21.194,100,68,True,2025-10-05 07:48:09,R_6C8uDjfmqECibLE,,,,,29.3716,-95.1327,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,22,89,48,25,76,86,100,15,89,8,,641081a1261eb10752b72497
2025-10-05 07:43:25,2025-10-05 07:48:13,IP Address,172.56.125.58,100,288,True,2025-10-05 07:48:14,R_6WquW2ZqDhGpk3f,,,,,42.4261,-83.2514,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,50,20,20,100,100,80,100,80,50,79,,67eed90ad37d56b29145e601
2025-10-05 07:46:48,2025-10-05 07:48:21,IP Address,223.29.144.211,100,92,True,2025-10-05 07:48:21,R_3MG8yUfXMjTu6df,,,,,37.751,-97.822,anonymous,EN,I agree to participate,100,99,99,97,100,100,99,99,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67ca15fa5ac00bea9d6fa762
2025-10-05 07:46:45,2025-10-05 07:48:28,IP Address,97.101.40.97,100,102,True,2025-10-05 07:48:28,R_5NCz7jPp7MjkDC3,,,,,28.3056,-81.4197,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,46,17,34,58,68,66,78,100,34,78,69,,,,,,,,,,,,,,,,,,,,,,,,60c056b358621c438c04df78
2025-10-05 07:45:37,2025-10-05 07:48:33,IP Address,66.244.83.51,100,176,True,2025-10-05 07:48:34,R_3imIE0T8RAJZT2m,,,,,39.2273,-86.466,anonymous,EN,I agree to participate,100,1,100,100,100,1,2,100,100,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e2d96d3bc554937d1b3917a
2025-10-05 07:47:36,2025-10-05 07:48:41,IP Address,73.167.158.207,100,64,True,2025-10-05 07:48:42,R_6rNGCM6APHub0As,,,,,41.674,-73.0075,anonymous,EN,I agree to participate,,,,,,,,,,,,52,100,21,2,51,10,100,99,40,71,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646a74a7aadc8d532a2f34dd
2025-10-05 07:47:25,2025-10-05 07:48:48,IP Address,108.219.96.207,100,82,True,2025-10-05 07:48:48,R_6r1muwvrApEmVmy,,,,,28.6252,-80.8461,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,52,100,95,0,0,50,100,0,98,9,,,,,,,,,,,,,665629d7ec779e8fa23d7eac
2025-10-05 07:47:53,2025-10-05 07:48:52,IP Address,71.214.201.159,100,58,True,2025-10-05 07:48:52,R_69cOOVZvcslwk81,,,,,28.5978,-81.3024,anonymous,EN,I agree to participate,0,20,0,10,69,52,10,100,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d7a99eba61a4f0001cd2a9a
2025-10-05 07:47:57,2025-10-05 07:49:02,IP Address,24.20.15.45,100,64,True,2025-10-05 07:49:02,R_5OTfSaC6c4mLLdU,,,,,45.6652,-122.5215,anonymous,EN,I agree to participate,100,77,96,71,100,0,11,100,99,38,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65fa95fafeda35caf378b6f9
2025-10-05 07:46:38,2025-10-05 07:49:15,IP Address,96.36.131.35,100,157,True,2025-10-05 07:49:15,R_5G1HAs6tZTNR2yM,,,,,35.4662,-82.5165,anonymous,EN,I agree to participate,,,,,,,,,,,,75,0,25,0,100,100,100,100,100,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6776bf1a71392619a43359d3
2025-10-05 07:48:40,2025-10-05 07:49:17,IP Address,140.177.173.147,100,37,True,2025-10-05 07:49:17,R_7QiIehTE337vDpf,,,,,40.6731,-89.5514,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,69,81,66,80,66,76,69,99,29,81,86,,,,,,,,,,,,,,,,,,,,,,,,5f8275c36d72281a1c8a2927
2025-10-05 07:48:02,2025-10-05 07:49:17,IP Address,72.47.129.227,100,75,True,2025-10-05 07:49:18,R_64hYT6oHcg6GUbK,,,,,30.1745,-96.4016,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,100,59,20,30,80,100,60,100,0,0,70,,,,,,,,,,,,,,,,,,,,,,,,6669d09c9bb32ad71d4a9d4d
2025-10-05 07:49:22,2025-10-05 07:50:35,IP Address,98.224.162.232,100,73,True,2025-10-05 07:50:36,R_31Ynv02VY7lA3yU,,,,,42.9585,-85.4783,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,80,71,20,90,69,90,99,100,70,90,98,,,,,,,,,,,,,,,,,,,,,,,,6637b21240220c2517fffa1a
2025-10-05 07:48:50,2025-10-05 07:50:38,IP Address,72.205.176.98,100,107,True,2025-10-05 07:50:38,R_6OoiF7Lu4hgK1Tn,,,,,29.9734,-90.0885,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,62,83,81,61,30,100,100,45,74,6,,,,,,,,,,,,,681147d617bd20de1eb18284
2025-10-05 07:49:13,2025-10-05 07:50:44,IP Address,108.198.118.191,100,90,True,2025-10-05 07:50:44,R_10SEASktK1QOW9d,,,,,43.0812,-89.3838,anonymous,EN,I agree to participate,,,,,,,,,,,,51,78,22,11,81,81,89,100,20,50,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66fef3f81fb8b6ae45a5f44a
2025-10-05 07:49:49,2025-10-05 07:50:46,IP Address,204.84.165.5,100,57,True,2025-10-05 07:50:46,R_6qDlVT0750nUWHa,,,,,35.4155,-80.6143,anonymous,EN,I agree to participate,,,,,,,,,,,,75,78,69,7,67,10,80,100,53,68,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656895b98a551bd79eb47d0c
2025-10-05 07:49:42,2025-10-05 07:50:47,IP Address,24.115.235.11,100,64,True,2025-10-05 07:50:47,R_1yPFX7lv2HweKzL,,,,,41.5775,-75.2552,anonymous,EN,I agree to participate,89,50,90,59,99,51,10,99,100,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6730ad6a500c0d85d586b7d9
2025-10-05 07:49:26,2025-10-05 07:50:56,IP Address,50.90.16.209,100,89,True,2025-10-05 07:50:56,R_12FnutIfiGBS5LE,,,,,40.3373,-85.6421,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,9,100,100,100,53,0,0,,5c04f82fa3882600019926d7
2025-10-05 07:47:43,2025-10-05 07:50:59,IP Address,70.16.202.131,100,195,True,2025-10-05 07:50:59,R_6r2BwulJj5EgVRT,,,,,44.7151,-67.4614,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,53,76,52,36,52,31,100,93,29,58,,5fa3dc44bc91850202c76749
2025-10-05 07:47:03,2025-10-05 07:51:13,IP Address,96.28.33.224,100,250,True,2025-10-05 07:51:14,R_1Ore9HYK1iokE5L,,,,,42.0753,-80.0671,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,51,70,0,51,50,100,79,100,79,100,100,,,,,,,,,,,,,,,,,,,,,,,,5c65739723f6300001380c2c
2025-10-05 07:51:05,2025-10-05 07:52:12,IP Address,152.117.98.77,100,66,True,2025-10-05 07:52:12,R_7GTCu67bgnN0Ol3,,,,,35.001,-78.9345,anonymous,EN,I agree to participate,20,50,99,40,100,0,20,100,25,70,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d5067b25371ae00191f69c4
2025-10-05 07:50:47,2025-10-05 07:52:13,IP Address,76.124.13.99,100,86,True,2025-10-05 07:52:13,R_3j393kcQvgoyjYi,,,,,40.1435,-75.3779,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50,100,80,1,11,10,100,25,70,21,,,,,,,,,,,,,6776f1e4b568c14c86e66cd9
2025-10-05 07:51:02,2025-10-05 07:52:44,IP Address,74.77.246.82,100,102,True,2025-10-05 07:52:45,R_6Xd21kwsEbGx35o,,,,,42.4325,-79.3329,anonymous,EN,I agree to participate,,,,,,,,,,,,53,64,0,0,67,0,100,100,100,39,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558ffe16fdf99b3f7aada34d
2025-10-05 07:50:16,2025-10-05 07:52:48,IP Address,107.77.216.128,100,151,True,2025-10-05 07:52:48,R_5gT3cUskKzZWFhb,,,,,25.9562,-80.1828,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,25,72,70,0,70,70,100,50,0,71,,5b26da1934ffd00001b45d8d
2025-10-05 07:51:44,2025-10-05 07:53:19,IP Address,24.59.68.18,100,95,True,2025-10-05 07:53:20,R_7njrA7FJsf0hgC5,,,,,44.0969,-70.1863,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,85,2,10,100,100,100,1,85,2,,67389f3912380b4b3cd0b7d7
2025-10-05 07:49:59,2025-10-05 07:53:24,IP Address,174.96.3.168,100,205,True,2025-10-05 07:53:24,R_7lXi65iI0S8qwJQ,,,,,40.825,-81.3398,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,10,10,90,50,90,71,100,10,0,0,,,,,,,,,,,,,5baa535fa3c9170001156197
2025-10-05 07:52:04,2025-10-05 07:53:28,IP Address,173.54.233.146,100,84,True,2025-10-05 07:53:29,R_5lmCJ9oXHfO9dTD,,,,,40.608,-74.5265,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,2,57,82,23,48,37,3,100,3,100,2,,,,,,,,,,,,,,,,,,,,,,,,659daa1ed4e13d6428103c1f
2025-10-05 07:48:10,2025-10-05 07:53:29,IP Address,172.56.241.42,100,319,True,2025-10-05 07:53:29,R_7ElBQiCy9kEddiF,,,,,34.0251,-118.1556,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,50,100,99,70,100,100,89,50,40,,678af0a3161e3e871bbade54
2025-10-05 07:51:32,2025-10-05 07:53:58,IP Address,74.74.186.136,100,146,True,2025-10-05 07:53:58,R_7J9RaC3BAXSPwXi,,,,,43.1189,-76.1271,anonymous,EN,I agree to participate,24,0,100,53,52,4,26,100,53,52,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dfb693a73d72487b1fe495b
2025-10-05 07:52:40,2025-10-05 07:54:00,IP Address,172.59.176.4,100,79,True,2025-10-05 07:54:00,R_3ywS7aaphvs40Fz,,,,,42.6701,-73.7754,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,94,27,85,86,100,100,14,72,4,,,,,,,,,,,,,5a2ee8005458fd00017bd0ae
2025-10-05 07:53:50,2025-10-05 07:55:06,IP Address,96.252.56.55,100,76,True,2025-10-05 07:55:06,R_5EhhFDwCe9tYf3r,,,,,41.9739,-71.3284,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,80,88,82,82,88,91,100,46,89,49,,616f315b5e74ca5b9a1d2ca7
2025-10-05 07:53:52,2025-10-05 07:55:08,IP Address,73.59.153.216,100,75,True,2025-10-05 07:55:08,R_3dRqU59N8RTUg7N,,,,,35.032,-90.0139,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,69,100,29,80,78,100,100,100,100,100,13,,,,,,,,,,,,,,,,,,,,,,,,673ab124dd6f6df06b143da0
2025-10-05 07:54:34,2025-10-05 07:55:28,IP Address,50.88.68.105,100,53,True,2025-10-05 07:55:28,R_749jysMcf8P2pON,,,,,28.132,-80.7078,anonymous,EN,I agree to participate,0,100,100,100,100,0,50,100,80,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5490c822fdf99b71ba910e1a
2025-10-05 07:54:43,2025-10-05 07:55:37,IP Address,69.130.250.97,100,54,True,2025-10-05 07:55:37,R_11WWWbDL4JOgpOv,,,,,43.103,-89.5073,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,70,90,55,19,80,90,99,99,91,79,51,,,,,,,,,,,,,,,,,,,,,,,,5bc0929b23d6170001b92120
2025-10-05 07:54:22,2025-10-05 07:55:44,IP Address,12.90.152.150,100,81,True,2025-10-05 07:55:44,R_7kFvkcJKV04yJ0I,,,,,28.0647,-80.6206,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,61,100,90,66,54,81,100,32,85,64,,,,,,,,,,,,,646cac558e626c3b43d510b1
